Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-09,2025-09-23 14:13:00,School ACQG,SYN-1775-ACQG,District O,District O - Block 008,Yes,Yes,Class 6,Math,92,49,90,92,83,44,85,74,71,269,411,0.7639,On Track
2025-09,2025-09-23 14:30:00,School ACQO,SYN-1783-ACQO,District O,District O - Block 008,No,No,Not conducted,Not applicable,75,0,0,84,0,0,64,0,0,223,0,0.0,Critical
2025-09,2025-09-23 14:47:00,School ACQT,SYN-1788-ACQT,District O,District O - Block 008,Yes,Yes,Class 6,Science,105,72,63,91,69,50,81,68,54,277,376,0.6787,Behind
2025-09,2025-09-23 15:04:00,School ACQU,SYN-1789-ACQU,District O,District O - Block 008,Yes,No,"Classes 6, 7 and 8",Math,32,22,31,36,32,33,36,33,30,104,181,0.8702,On Track
2025-09,2025-09-23 15:21:00,School ACQV,SYN-1790-ACQV,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math,32,28,31,36,29,30,36,34,32,104,184,0.8846,On Track
2025-09,2025-09-23 15:38:00,School ACQW,SYN-1791-ACQW,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,82,57,64,55,54,46,73,59,54,210,334,0.7952,On Track
2025-09,2025-09-23 15:55:00,School ACQX,SYN-1792-ACQX,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,10,9,8,15,14,14,11,10,9,36,64,0.8889,On Track
2025-09,2025-09-23 16:12:00,School ACQY,SYN-1793-ACQY,District O,District O - Block 008,Yes,Yes,Class 6,Math and Science,32,13,18,22,14,15,25,15,17,79,92,0.5823,At Risk
2025-09,2025-09-23 16:29:00,School ACQZ,SYN-1794-ACQZ,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math,65,57,56,76,57,48,53,46,42,194,306,0.7887,On Track
2025-09,2025-09-23 16:46:00,School ACRA,SYN-1795-ACRA,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,35,17,19,37,17,15,30,18,19,102,105,0.5147,At Risk
2025-09,2025-09-23 17:03:00,School ACRB,SYN-1796-ACRB,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,21,18,34,18,20,74,49,47,141,173,0.6135,Behind
2025-09,2025-09-23 17:20:00,School ACRC,SYN-1797-ACRC,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,46,45,40,65,54,57,61,49,50,172,295,0.8576,On Track
2025-09,2025-09-23 17:37:00,School ACRD,SYN-1798-ACRD,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,20,25,14,11,12,25,17,21,75,106,0.7067,Behind
2025-09,2025-09-23 17:54:00,School ACRE,SYN-1799-ACRE,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,24,22,21,17,15,17,16,12,71,106,0.7465,Behind
2025-09,2025-09-23 18:11:00,School ACRF,SYN-1800-ACRF,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,19,18,23,18,15,21,21,20,65,111,0.8538,On Track
2025-09,2025-09-23 18:28:00,School ACRG,SYN-1801-ACRG,District O,District O - Block 008,Yes,No,Class 6,Science,96,63,86,71,44,69,87,47,81,254,390,0.7677,On Track
2025-09,2025-09-23 18:45:00,School ACRH,SYN-1802-ACRH,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,56,46,45,48,43,33,57,36,37,161,240,0.7453,Behind
2025-09,2025-09-23 19:02:00,School ACRI,SYN-1803-ACRI,District O,District O - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,75,55,56,79,49,52,69,48,43,223,303,0.6794,Behind
2025-09,2025-09-23 19:19:00,School ACRM,SYN-1807-ACRM,District O,District O - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,25,20,21,44,32,35,30,25,22,99,155,0.7828,On Track
2025-09,2025-09-23 19:36:00,School ACRN,SYN-1808-ACRN,District O,District O - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,20,17,16,17,15,12,22,18,21,59,99,0.839,On Track
2025-09,2025-09-23 19:53:00,School ACRO,SYN-1809-ACRO,District O,District O - Block 009,Yes,No,Class 6,Math and Science,45,33,44,59,37,36,45,35,31,149,216,0.7248,Behind
2025-09,2025-09-23 20:10:00,School ACRJ,SYN-1804-ACRJ,District O,District O - Block 010,Yes,Yes,Class 7,Science,42,24,26,42,29,23,47,30,34,131,166,0.6336,Behind
2025-09,2025-09-23 20:27:00,School ACRK,SYN-1805-ACRK,District O,District O - Block 010,No,No,Not conducted,Not applicable,78,0,0,89,0,0,99,0,0,266,0,0.0,Critical
2025-09,2025-09-23 20:44:00,School ACRL,SYN-1806-ACRL,District O,District O - Block 010,Yes,Yes,Class 8,Math,60,40,38,42,27,24,48,22,28,150,179,0.5967,At Risk
2025-09,2025-09-23 21:01:00,School ACPC,SYN-1745-ACPC,District O,District O - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,24,27,29,24,26,16,13,14,87,128,0.7356,Behind
2025-09,2025-09-23 21:18:00,School ACPD,SYN-1746-ACPD,District O,District O - Block 011,No,No,Not conducted,Not applicable,23,0,0,35,0,0,20,0,0,78,0,0.0,Critical
2025-09,2025-09-23 21:35:00,School ACPE,SYN-1747-ACPE,District O,District O - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,21,15,14,21,13,15,23,13,16,65,86,0.6615,Behind
2025-09,2025-09-23 21:52:00,School ACPF,SYN-1748-ACPF,District O,District O - Block 011,Yes,Yes,Class 7,Math,68,67,57,49,38,44,67,49,51,184,306,0.8315,On Track
2025-09,2025-09-23 22:09:00,School ACPG,SYN-1749-ACPG,District O,District O - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,37,23,26,47,28,24,32,15,18,116,134,0.5776,At Risk
2025-09,2025-09-23 22:26:00,School ACPH,SYN-1750-ACPH,District O,District O - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,39,27,32,27,20,19,33,29,32,99,159,0.803,On Track
2025-09,2025-09-23 22:43:00,School ACPI,SYN-1751-ACPI,District O,District O - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,16,13,14,13,8,7,23,16,15,52,73,0.7019,Behind
2025-09,2025-09-23 23:00:00,School ACPJ,SYN-1752-ACPJ,District O,District O - Block 011,Yes,Yes,Class 8,Math,39,17,26,60,38,51,60,34,46,159,212,0.6667,Behind
2025-09,2025-09-23 23:17:00,School ACPK,SYN-1753-ACPK,District O,District O - Block 011,No,No,Not conducted,Not applicable,16,0,0,17,0,0,13,0,0,46,0,0.0,Critical
2025-09,2025-09-23 23:34:00,School ACPL,SYN-1754-ACPL,District O,District O - Block 011,Yes,Yes,"Classes 6, 7 and 8",Science,61,46,35,65,33,31,100,75,68,226,288,0.6372,Behind
2025-09,2025-09-23 23:51:00,School ACPM,SYN-1755-ACPM,District O,District O - Block 011,Yes,No,Classes 7 and 8,Math and Science,24,14,14,19,16,16,12,10,10,55,80,0.7273,Behind
2025-09,2025-09-24 00:08:00,School ACPN,SYN-1756-ACPN,District O,District O - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,22,23,35,26,25,43,36,38,112,170,0.7589,On Track
2025-09,2025-09-24 00:25:00,School AAMC,SYN-315-AAMC,District P,District P - Block 001,No,No,Not conducted,Not applicable,73,0,0,72,0,0,47,0,0,192,0,0.0,Critical
2025-09,2025-09-24 00:42:00,School AAMB,SYN-314-AAMB,District P,District P - Block 002,No,No,Not conducted,Not applicable,117,0,0,74,0,0,52,0,0,243,0,0.0,Critical
2025-09,2025-09-24 00:59:00,School AALX,SYN-310-AALX,District P,District P - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,122,102,106,134,117,100,98,63,96,354,584,0.8249,On Track
2025-09,2025-09-24 01:16:00,School AALY,SYN-311-AALY,District P,District P - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,20,13,13,38,24,25,22,14,16,80,105,0.6562,Behind
2025-09,2025-09-24 01:33:00,School AALZ,SYN-312-AALZ,District P,District P - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,87,46,48,86,54,46,71,48,43,244,285,0.584,At Risk
2025-09,2025-09-24 01:50:00,School AAMA,SYN-313-AAMA,District P,District P - Block 004,Yes,Yes,Class 8,Science,87,41,55,89,62,67,76,46,39,252,310,0.6151,Behind
2025-09,2025-09-24 02:07:00,School AAMF,SYN-318-AAMF,District P,District P - Block 005,Yes,Yes,Classes 7 and 8,Math,64,35,43,59,36,56,41,17,29,164,216,0.6585,Behind
2025-09,2025-09-24 02:24:00,School AAMD,SYN-316-AAMD,District P,District P - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,87,83,83,41,37,34,35,30,34,163,301,0.9233,On Track
2025-09,2025-09-24 02:41:00,School AAME,SYN-317-AAME,District P,District P - Block 006,No,No,Not conducted,Not applicable,27,0,0,27,0,0,19,0,0,73,0,0.0,Critical
2025-09,2025-09-24 02:58:00,School ABTK,SYN-1181-ABTK,District Q,District Q - Block 001,Yes,Yes,Class 8,Math and Science,13,13,13,14,10,10,20,12,12,47,70,0.7447,Behind
2025-09,2025-09-24 03:15:00,School ABTL,SYN-1182-ABTL,District Q,District Q - Block 001,Yes,Yes,Class 6,Science,78,31,31,68,33,34,80,31,30,226,190,0.4204,At Risk
2025-09,2025-09-24 03:32:00,School ABTM,SYN-1183-ABTM,District Q,District Q - Block 002,Yes,Yes,Class 6,Math and Science,68,42,37,78,44,48,61,38,36,207,245,0.5918,At Risk
2025-09,2025-09-24 03:49:00,School AALB,SYN-288-AALB,District R,District R - Block 001,Yes,Yes,Class 8,Math and Science,25,11,24,28,17,13,25,24,24,78,113,0.7244,Behind
2025-09,2025-09-24 04:06:00,School AALC,SYN-289-AALC,District R,District R - Block 001,Yes,No,"Classes 6, 7 and 8",Science,45,44,29,37,36,17,34,33,24,116,183,0.7888,On Track
2025-09,2025-09-24 04:23:00,School AAKS,SYN-279-AAKS,District R,District R - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,18,18,17,13,16,21,18,18,59,101,0.8559,On Track
2025-09,2025-09-24 04:40:00,School AAKT,SYN-280-AAKT,District R,District R - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,25,16,17,34,23,22,22,16,14,81,108,0.6667,Behind
2025-09,2025-09-24 04:57:00,School AAKP,SYN-276-AAKP,District R,District R - Block 003,Yes,Yes,"Classes 6, 7 and 8",Science,39,20,18,15,11,11,16,11,12,70,83,0.5929,At Risk
2025-09,2025-09-24 05:14:00,School AAKQ,SYN-277-AAKQ,District R,District R - Block 003,Yes,Yes,Classes 7 and 8,Math,53,26,34,46,29,24,23,14,23,122,150,0.6148,Behind
2025-09,2025-09-24 05:31:00,School AAKR,SYN-278-AAKR,District R,District R - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,21,19,43,29,30,28,14,15,105,128,0.6095,Behind
2025-09,2025-09-24 05:48:00,School AAKU,SYN-281-AAKU,District R,District R - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,56,35,32,78,52,53,68,39,37,202,248,0.6139,Behind
2025-09,2025-09-24 06:05:00,School AAKV,SYN-282-AAKV,District R,District R - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,68,41,34,64,45,42,40,28,33,172,223,0.6483,Behind
2025-09,2025-09-24 06:22:00,School AAKW,SYN-283-AAKW,District R,District R - Block 004,Yes,No,"Classes 6, 7 and 8",Math and Science,24,8,7,18,10,10,9,4,4,51,43,0.4216,At Risk
2025-09,2025-09-24 06:39:00,School AAKX,SYN-284-AAKX,District R,District R - Block 004,Yes,Yes,Class 6,Math and Science,91,62,73,77,57,54,42,37,37,210,320,0.7619,On Track
2025-09,2025-09-24 06:56:00,School AAKY,SYN-285-AAKY,District R,District R - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,14,15,28,20,20,27,17,18,76,104,0.6842,Behind
2025-09,2025-09-24 07:13:00,School AAKZ,SYN-286-AAKZ,District R,District R - Block 004,Yes,No,Class 6,Math,8,5,5,4,3,3,5,4,4,17,24,0.7059,Behind
2025-09,2025-09-24 07:30:00,School AALA,SYN-287-AALA,District R,District R - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,30,29,26,30,22,26,22,16,19,82,138,0.8415,On Track
2025-09,2025-09-24 07:47:00,School ACAW,SYN-1375-ACAW,District S,District S - Block 001,Yes,Yes,Class 6,Math and Science,75,36,35,75,33,37,65,29,28,215,198,0.4605,At Risk
2025-09,2025-09-24 08:04:00,School ACAX,SYN-1376-ACAX,District S,District S - Block 001,No,No,Not conducted,Not applicable,20,0,0,15,0,0,7,0,0,42,0,0.0,Critical
2025-09,2025-09-24 08:21:00,School ACAY,SYN-1377-ACAY,District S,District S - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,112,71,68,61,49,44,57,39,38,230,309,0.6717,Behind
2025-09,2025-09-24 08:38:00,School ACAZ,SYN-1378-ACAZ,District S,District S - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,70,44,40,67,58,53,63,50,53,200,298,0.745,Behind
2025-09,2025-09-24 08:55:00,School ACBA,SYN-1379-ACBA,District S,District S - Block 001,Yes,Yes,Class 6,Math and Science,25,19,21,15,11,12,17,11,14,57,88,0.7719,On Track
2025-09,2025-09-24 09:12:00,School ACBB,SYN-1380-ACBB,District S,District S - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,10,9,21,13,11,21,18,17,63,78,0.619,Behind
2025-09,2025-09-24 09:29:00,School ACBC,SYN-1381-ACBC,District S,District S - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,60,58,54,45,44,44,35,34,32,140,266,0.95,On Track
2025-09,2025-09-24 09:46:00,School ACBD,SYN-1382-ACBD,District S,District S - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,120,90,104,109,99,78,108,91,70,337,532,0.7893,On Track
2025-09,2025-09-24 10:03:00,School ACBE,SYN-1383-ACBE,District S,District S - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,29,20,19,37,24,20,38,19,21,104,123,0.5913,At Risk
2025-09,2025-09-24 10:20:00,School ACDB,SYN-1432-ACDB,District S,District S - Block 002,Yes,Yes,Class 6,Math and Science,30,20,16,24,17,15,26,16,13,80,97,0.6062,Behind
2025-09,2025-09-24 10:37:00,School ACDC,SYN-1433-ACDC,District S,District S - Block 002,Yes,No,"Classes 6, 7 and 8",Math,14,14,14,31,30,30,43,42,42,88,172,0.9773,On Track
2025-09,2025-09-24 10:54:00,School ACDD,SYN-1434-ACDD,District S,District S - Block 002,Yes,Yes,Class 8,Science,27,19,16,23,16,16,9,9,9,59,85,0.7203,Behind
2025-09,2025-09-24 11:11:00,School ACDE,SYN-1435-ACDE,District S,District S - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,58,48,48,74,65,54,45,43,38,177,296,0.8362,On Track
2025-09,2025-09-24 11:28:00,School ACDF,SYN-1436-ACDF,District S,District S - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,49,45,53,47,47,57,53,48,165,289,0.8758,On Track
2025-09,2025-09-24 11:45:00,School ACDG,SYN-1437-ACDG,District S,District S - Block 002,Yes,Yes,Class 6,Math,18,16,17,16,16,16,12,12,11,46,88,0.9565,On Track
2025-09,2025-09-24 12:02:00,School ACDH,SYN-1438-ACDH,District S,District S - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,87,31,24,50,21,14,22,8,8,159,106,0.3333,Critical
2025-09,2025-09-24 12:19:00,School ACDI,SYN-1439-ACDI,District S,District S - Block 002,No,No,Not conducted,Not applicable,93,0,0,88,0,0,75,0,0,256,0,0.0,Critical
2025-09,2025-09-24 12:36:00,School ACDJ,SYN-1440-ACDJ,District S,District S - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,39,25,22,47,27,25,51,28,23,137,150,0.5474,At Risk
2025-09,2025-09-24 12:53:00,School ACBL,SYN-1390-ACBL,District S,District S - Block 003,Yes,Yes,"Classes 6, 7 and 8",Science,104,42,63,98,78,70,63,57,43,265,353,0.666,Behind
2025-09,2025-09-24 13:10:00,School ACBM,SYN-1391-ACBM,District S,District S - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math,42,22,14,34,17,16,31,17,15,107,101,0.472,At Risk
2025-09,2025-09-24 13:27:00,School ACBN,SYN-1392-ACBN,District S,District S - Block 003,Yes,Yes,Class 6,Math and Science,40,26,33,28,14,16,24,14,13,92,116,0.6304,Behind
2025-09,2025-09-24 13:44:00,School ACBO,SYN-1393-ACBO,District S,District S - Block 003,Yes,Yes,Class 6,Math,193,123,117,157,108,92,191,108,89,541,637,0.5887,At Risk
2025-09,2025-09-24 14:01:00,School ACBP,SYN-1394-ACBP,District S,District S - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,27,14,16,40,21,23,29,19,15,96,108,0.5625,At Risk
2025-09,2025-09-24 14:18:00,School ACBQ,SYN-1395-ACBQ,District S,District S - Block 003,Yes,No,Class 6,Math and Science,28,22,15,35,25,26,15,10,10,78,108,0.6923,Behind
2025-09,2025-09-24 14:35:00,School ACBR,SYN-1396-ACBR,District S,District S - Block 003,No,No,Not conducted,Not applicable,26,0,0,26,0,0,14,0,0,66,0,0.0,Critical
2025-09,2025-09-24 14:52:00,School ACBS,SYN-1397-ACBS,District S,District S - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,140,123,90,103,87,59,86,59,46,329,464,0.7052,Behind
2025-09,2025-09-24 15:09:00,School ACBT,SYN-1398-ACBT,District S,District S - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,33,27,25,14,14,27,18,20,94,126,0.6702,Behind
2025-09,2025-09-24 15:26:00,School ACBG,SYN-1385-ACBG,District S,District S - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,113,47,61,104,55,63,101,64,60,318,350,0.5503,At Risk
2025-09,2025-09-24 15:43:00,School ACBH,SYN-1386-ACBH,District S,District S - Block 004,No,No,Not conducted,Not applicable,33,0,0,38,0,0,43,0,0,114,0,0.0,Critical
2025-09,2025-09-24 16:00:00,School ACBI,SYN-1387-ACBI,District S,District S - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,16,12,34,19,19,30,15,15,97,96,0.4948,At Risk
2025-09,2025-09-24 16:17:00,School ACBJ,SYN-1388-ACBJ,District S,District S - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,167,111,103,191,138,141,262,166,257,620,916,0.7387,Behind
2025-09,2025-09-24 16:34:00,School ACBK,SYN-1389-ACBK,District S,District S - Block 004,No,No,Not conducted,Not applicable,58,0,0,80,0,0,127,0,0,265,0,0.0,Critical
2025-09,2025-09-24 16:51:00,School ACBU,SYN-1399-ACBU,District S,District S - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,45,42,58,38,32,56,35,34,195,226,0.5795,At Risk
2025-09,2025-09-24 17:08:00,School ACBV,SYN-1400-ACBV,District S,District S - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,30,30,29,20,22,37,32,34,102,168,0.8235,On Track
2025-09,2025-09-24 17:25:00,School ACBW,SYN-1401-ACBW,District S,District S - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math,43,22,24,32,20,22,42,22,32,117,142,0.6068,Behind
2025-09,2025-09-24 17:42:00,School ACBX,SYN-1402-ACBX,District S,District S - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,100,39,41,96,46,47,86,46,49,282,268,0.4752,At Risk
2025-09,2025-09-24 17:59:00,School ACBY,SYN-1403-ACBY,District S,District S - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,26,23,17,27,21,17,19,17,13,72,108,0.75,On Track
2025-09,2025-09-24 18:16:00,School ACCW,SYN-1427-ACCW,District S,District S - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,20,21,45,28,27,30,24,22,111,142,0.6396,Behind
2025-09,2025-09-24 18:33:00,School ACCX,SYN-1428-ACCX,District S,District S - Block 006,Yes,Yes,Class 6,Math,91,28,31,82,21,26,66,19,18,239,143,0.2992,Critical
2025-09,2025-09-24 18:50:00,School ACCY,SYN-1429-ACCY,District S,District S - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,62,47,5,79,65,5,56,46,5,197,173,0.4391,At Risk
2025-09,2025-09-24 19:07:00,School ACCZ,SYN-1430-ACCZ,District S,District S - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,115,67,72,98,69,62,98,76,93,311,439,0.7058,Behind
2025-09,2025-09-24 19:24:00,School ACDA,SYN-1431-ACDA,District S,District S - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,97,60,65,101,70,73,67,55,55,265,378,0.7132,Behind
2025-09,2025-09-24 19:41:00,School ACBZ,SYN-1404-ACBZ,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,36,32,50,35,34,23,19,16,121,172,0.7107,Behind
2025-09,2025-09-24 19:58:00,School ACCA,SYN-1405-ACCA,District S,District S - Block 007,Yes,Yes,Class 6,Science,80,46,41,94,46,64,65,37,27,239,261,0.546,At Risk
2025-09,2025-09-24 20:15:00,School ACCB,SYN-1406-ACCB,District S,District S - Block 007,No,No,Not conducted,Not applicable,79,0,0,98,0,0,56,0,0,233,0,0.0,Critical
2025-09,2025-09-24 20:32:00,School ACCC,SYN-1407-ACCC,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,8,9,13,8,8,22,11,10,51,54,0.5294,At Risk
2025-09,2025-09-24 20:49:00,School ACCD,SYN-1408-ACCD,District S,District S - Block 007,Yes,Yes,Class 6,Science,7,5,5,21,16,14,7,5,5,35,50,0.7143,Behind
2025-09,2025-09-24 21:06:00,School ACCE,SYN-1409-ACCE,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Science,245,62,66,79,59,49,64,45,49,388,330,0.4253,At Risk
2025-09,2025-09-24 21:23:00,School ACCF,SYN-1410-ACCF,District S,District S - Block 007,Yes,No,Class 7,Science,104,64,41,88,23,22,84,30,28,276,208,0.3768,At Risk
2025-09,2025-09-24 21:40:00,School ACCG,SYN-1411-ACCG,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math,115,90,85,95,72,70,85,66,71,295,454,0.7695,On Track
2025-09,2025-09-24 21:57:00,School ACCH,SYN-1412-ACCH,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Science,131,69,66,136,74,81,174,72,125,441,487,0.5522,At Risk
2025-09,2025-09-24 22:14:00,School ACCI,SYN-1413-ACCI,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,39,43,61,43,44,46,41,42,155,252,0.8129,On Track
2025-09,2025-09-24 22:31:00,School ACCJ,SYN-1414-ACCJ,District S,District S - Block 007,Yes,Yes,Class 8,Science,157,91,79,117,60,79,113,52,53,387,414,0.5349,At Risk
2025-09,2025-09-24 22:48:00,School ACCK,SYN-1415-ACCK,District S,District S - Block 007,Yes,Yes,Class 6,Science,131,96,88,129,67,65,113,75,71,373,462,0.6193,Behind
2025-09,2025-09-24 23:05:00,School ACCL,SYN-1416-ACCL,District S,District S - Block 007,Yes,Yes,Class 6,Science,60,38,39,46,29,30,42,33,29,148,198,0.6689,Behind
2025-09,2025-09-24 23:22:00,School ACCM,SYN-1417-ACCM,District S,District S - Block 007,Yes,Yes,Classes 6 and 7,Math and Science,60,52,38,43,5,42,4410,220,220,4513,577,0.0639,Critical
2025-09,2025-09-24 23:39:00,School ACCN,SYN-1418-ACCN,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,88,42,38,63,27,32,65,25,28,216,192,0.4444,At Risk
2025-09,2025-09-24 23:56:00,School ACCO,SYN-1419-ACCO,District S,District S - Block 007,Yes,Yes,Class 6,Math and Science,48,33,29,42,23,19,34,18,17,124,139,0.5605,At Risk
2025-09,2025-09-25 00:13:00,School ACCP,SYN-1420-ACCP,District S,District S - Block 007,No,No,Not conducted,Not applicable,90,0,0,60,0,0,70,0,0,220,0,0.0,Critical
2025-09,2025-09-25 00:30:00,School ACCQ,SYN-1421-ACCQ,District S,District S - Block 007,Yes,Yes,Class 6,Math and Science,28,24,26,17,16,17,16,13,13,61,109,0.8934,On Track
2025-09,2025-09-25 00:47:00,School ACCR,SYN-1422-ACCR,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Science,137,115,39,45,33,42,55,42,42,237,313,0.6603,Behind
2025-09,2025-09-25 01:04:00,School ACCS,SYN-1423-ACCS,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,21,14,14,17,16,16,15,13,12,53,85,0.8019,On Track
2025-09,2025-09-25 01:21:00,School ACCT,SYN-1424-ACCT,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,41,32,31,22,14,15,30,22,19,93,133,0.7151,Behind
2025-09,2025-09-25 01:38:00,School ACCU,SYN-1425-ACCU,District S,District S - Block 007,Yes,Yes,Class 8,Science,53,31,26,55,25,31,49,24,20,157,157,0.5,At Risk
2025-09,2025-09-25 01:55:00,School ACCV,SYN-1426-ACCV,District S,District S - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,10,6,6,10,6,6,9,7,4,29,35,0.6034,Behind
2025-09,2025-09-25 02:12:00,School AANY,SYN-363-AANY,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,122,58,63,120,67,66,95,44,51,337,349,0.5178,At Risk
2025-09,2025-09-25 02:29:00,School AANZ,SYN-364-AANZ,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,186,128,128,68,58,59,68,51,57,322,481,0.7469,Behind
2025-09,2025-09-25 02:46:00,School AAOA,SYN-365-AAOA,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,54,50,74,47,52,79,50,43,234,296,0.6325,Behind
2025-09,2025-09-25 03:03:00,School AAOB,SYN-366-AAOB,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,179,116,105,89,48,53,78,45,43,346,410,0.5925,At Risk
2025-09,2025-09-25 03:20:00,School AAOC,SYN-367-AAOC,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,181,106,109,149,98,100,112,110,103,442,626,0.7081,Behind
2025-09,2025-09-25 03:37:00,School AAOD,SYN-368-AAOD,District T,District T - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math,158,96,50,154,97,49,104,58,40,416,390,0.4688,At Risk
